instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data\data_demand_random_patch\10\C201_2.5.dat,8,60,2,3,217.0,"[[[[0, [5]], [2, [2, 1]], [1, []], [7, [7]], [4, [4, 3]], [3, []], [5, []]], [[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]]], [[[2, [2, 1]]], [[6, [6, 9, 8]]], [[7, [7]]], [[4, [4, 3]]]]]",227.0,"[[[[0, [5]], [2, [2, 1, 3]], [1, []], [3, []], [7, [7, 4]], [4, []], [5, []]], [[0, [9]], [8, [8, 10]], [10, []], [9, []], [6, [6]]]], [[[2, [3]], [8, [8, 10]]], [[2, [2, 1]]], [[7, [7, 4]]], [[6, [6]]]]]",2.0,6.25,"[41.231056, 50.596443, 53.814496, 51.224994]",49.216747,"{2: 0.0, 6: 0.0, 7: 1.522776, 4: 0.387942}","{2: 2.384472, 6: 2.701779, 7: 0.0, 4: 0.0}",0.47768,1.271563,2.0,6.25,"[47.143501, 41.231056, 53.814496, 50.596443]",48.196374,"{8: 0.0, 2: 32.311289, 7: 0.0, 6: 0.0}","{8: 7.338096, 2: 2.384472, 7: 18.477224, 6: 24.774962}",8.077822,13.243688,16.633,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,60,2,4,217.0,"[[[[0, [5]], [2, [2, 1]], [1, []], [7, [7, 3]], [3, []], [4, [4]], [5, []]], [[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]]], [[[2, [2, 1]]], [[6, [6, 9, 8]]], [[7, [7, 3]]], [[4, [4]]]]]",,None,2.0,6.25,"[41.231056, 50.596443, 53.814496, 51.224994]",49.216747,"{2: 0.0, 6: 0.0, 7: 1.522776, 4: 0.0}","{2: 2.384472, 6: 2.701779, 7: 0.0, 4: 7.612058}",0.380694,3.174577,,,[],,{},{},,,15.277,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,60,2,5,218.0,"[[[[0, [10, 5]], [10, []], [2, [2, 7, 3, 1]], [1, []], [7, []], [3, []], [4, [4]], [5, []]], [[0, [8, 9]], [8, []], [9, []], [6, [6]]]], [[[2, [1]]], [[2, [2, 7, 3]]], [[4, [4]]], [[6, [6]]]]]",272.3785827423285,"[[[[0, [5]], [10, [10, 3, 1]], [3, []], [7, [7, 4]], [1, []], [4, []], [5, []]], [[0, []], [8, [8]], [2, [2, 9]], [9, []], [6, [6]]]], [[[10, [10]], [8, [8]]], [[10, [3, 1]]], [[2, [2, 9]]], [[7, [7, 4]]], [[6, [6]]]]]",1.5,4.75,"[41.231056, 41.231056, 51.224994, 50.596443]",46.070887,"{2: 0.0, 4: 0.0, 6: 0.0}","{2: 50.768944, 4: 19.771975, 6: 28.086251}",0.0,32.875723,1.8,5.4,"[34.507721, 33.526109, 41.231056, 53.814496, 50.596443]",42.735165,"{8: 0.0, 10: 5.77033, 2: 5.378583, 7: 0.0, 6: 0.0}","{8: 15.338096, 10: 5.236945, 2: 0.0, 7: 20.559368, 6: 68.086251}",2.229782,21.844132,14.261,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,60,3,1,217.0,"[[[[0, [5]], [2, [2, 1]], [1, []], [7, [7, 4]], [4, [3]], [3, []], [5, []]], [[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]]], [[[2, [2, 1]]], [[6, [6, 9, 8]]], [[7, [7, 4]]], [[4, [3]]]]]",274.0,"[[[[0, [5]], [9, [9]], [5, []], [6, [6]]], [[0, []], [8, [8, 10, 1]], [10, [3, 4]], [1, []], [4, []], [3, []], [7, [7, 2]], [2, []]]], [[[8, [1]], [9, [9]]], [[8, [8, 10]]], [[10, [3, 4]]], [[6, [6]]], [[7, [7, 2]]]]]",2.0,6.25,"[41.231056, 50.596443, 53.814496, 51.224994]",49.216747,"{2: 0.0, 6: 0.0, 7: 1.522776, 4: 0.387942}","{2: 2.384472, 6: 2.701779, 7: 0.0, 4: 0.0}",0.47768,1.271563,1.8,5.4,"[46.647615, 23.323808, 33.526109, 50.596443, 53.814496]",41.581694,"{8: 0.0, 9: 0.0, 10: 14.424958, 6: 0.0, 7: 0.0}","{8: 15.676192, 9: 15.338096, 10: 0.0, 6: 92.513766, 7: 57.193903}",2.884992,36.144391,25.675,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,60,3,2,217.0,"[[[[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]], [[0, [2, 1, 7, 3, 4, 5]], [5, []], [2, []], [1, []], [7, []], [3, []], [4, []]]], [[[6, [6, 9, 8]]]]]",239.0,"[[[[0, []], [8, [8]], [9, [9]], [6, [6]]], [[0, [5, 10]], [10, [3]], [5, []], [2, [2, 1]], [1, []], [3, []], [7, [7, 4]], [4, []]]], [[[8, [8]]], [[10, [3]], [9, [9]]], [[2, [2, 1]]], [[7, [7, 4]]], [[6, [6]]]]]",3.0,8.0,[50.596443],50.596443,{6: 0.0},{6: 2.701779},0.0,2.701779,1.6,5.0,"[23.323808, 48.14912, 41.231056, 53.814496, 50.596443]",43.422985,"{8: 0.0, 10: 0.0, 9: 0.0, 2: 0.0, 7: 0.0, 6: 0.0}","{8: 15.338096, 10: 7.236945, 9: 5.0, 2: 9.722568, 7: 25.768944, 6: 24.086251}",0.0,14.525467,19.926,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,60,3,3,217.0,"[[[[0, [10]], [6, [6, 8, 9]], [9, []], [10, []], [8, []]], [[0, [5]], [2, [2, 1]], [1, []], [7, [7, 3]], [3, []], [4, [4]], [5, []]]], [[[2, [2, 1]]], [[6, [6, 8, 9]]], [[7, [7, 3]]], [[4, [4]]]]]",234.0,"[[[[0, []], [8, [8, 9]], [9, []], [6, [6]]], [[0, [10, 5]], [10, []], [5, [3, 1, 2]], [3, []], [4, [4, 7]], [7, []], [1, []], [2, []]]], [[[5, [3]], [8, [8, 9]]], [[5, [1, 2]]], [[4, [4, 7]]], [[6, [6]]]]]",2.0,6.25,"[41.231056, 50.596443, 53.814496, 51.224994]",49.216747,"{2: 0.0, 6: 0.0, 7: 1.522776, 4: 0.0}","{2: 2.384472, 6: 2.701779, 7: 0.0, 4: 7.612058}",0.380694,3.174577,2.0,6.25,"[36.228631, 30.265492, 51.224994, 50.596443]",42.07889,"{8: 0.0, 5: 13.71311, 4: 0.0, 6: 0.0}","{8: 2.338096, 5: 15.867254, 4: 17.254757, 6: 31.855923}",3.428277,16.829008,24.345,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,60,3,4,217.0,"[[[[0, [5]], [2, [2, 1]], [1, []], [7, [7, 3]], [3, []], [4, [4]], [5, []]], [[0, [10]], [6, [6, 8, 9]], [9, []], [10, []], [8, []]]], [[[2, [2, 1]]], [[6, [6, 8, 9]]], [[7, [7, 3]]], [[4, [4]]]]]",227.0,"[[[[0, [5]], [8, [8, 1]], [4, [4, 3]], [3, []], [7, [7, 2]], [1, []], [2, []], [5, []]], [[0, [10]], [10, []], [9, [9]], [6, [6]]]], [[[8, [8]], [9, [9]]], [[8, [1]]], [[4, [4, 3]]], [[7, [7, 2]]], [[6, [6]]]]]",2.0,6.25,"[41.231056, 50.596443, 53.814496, 51.224994]",49.216747,"{2: 0.0, 6: 0.0, 7: 1.522776, 4: 0.0}","{2: 2.384472, 6: 2.701779, 7: 0.0, 4: 7.612058}",0.380694,3.174577,1.6,5.0,"[46.647615, 23.323808, 51.224994, 53.814496, 50.596443]",45.121471,"{8: 0.0, 9: 0.0, 4: 0.0, 7: 0.0, 6: 7.910718}","{8: 15.676192, 9: 15.338096, 4: 26.725599, 7: 6.768944, 6: 0.0}",1.582144,12.901766,28.141,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,60,3,5,218.0,"[[[[0, [5, 10]], [10, []], [4, [4, 7, 3, 1]], [3, []], [7, []], [1, []], [2, [2]], [5, []]], [[0, []], [8, [8, 9]], [9, []], [6, [6]]]], [[[8, [8, 9]]], [[4, [3, 1]]], [[4, [4, 7]]], [[2, [2]]], [[6, [6]]]]]",227.0,"[[[[0, [5]], [8, [8, 1, 10]], [10, []], [4, [4, 3]], [3, []], [7, [7, 2]], [1, []], [2, []], [5, []]], [[0, []], [9, [9]], [6, [6]]]], [[[8, [8, 10]], [9, [9]]], [[8, [1]]], [[4, [4, 3]]], [[7, [7, 2]]], [[6, [6]]]]]",1.6,5.0,"[23.323808, 51.224994, 51.224994, 41.231056, 50.596443]",43.520259,"{8: 0.0, 4: 0.0, 2: 0.0, 6: 0.0}","{8: 15.338096, 4: 64.113102, 2: 19.771975, 6: 1.089282}",0.0,25.078114,1.8,5.4,"[46.647615, 23.323808, 51.224994, 53.814496, 50.596443]",45.121471,"{8: 0.0, 9: 0.0, 4: 0.0, 7: 0.0, 6: 7.910718}","{8: 15.676192, 9: 15.338096, 4: 26.725599, 7: 6.768944, 6: 0.0}",1.582144,12.901766,26.375,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,1,1,222.0,"[[[[0, [8, 9, 10]], [8, []], [10, []], [9, [6]], [6, []]], [[0, [2, 1, 7, 3, 4, 5]], [2, []], [1, []], [7, []], [3, []], [4, []], [5, []]]], [[[9, [6]]]]]",,None,1.0,2.0,[46.647615],46.647615,{9: 0.0},{9: 13.676192},0.0,13.676192,,,[],,{},{},,,6.584,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,1,2,218.0,"[[[[0, [10]], [10, []], [2, [2, 3, 1, 7]], [1, []], [7, []], [3, []], [4, [4, 5]], [5, []]], [[0, []], [8, [8, 9]], [9, []], [6, [6]]]], [[[8, [8, 9]]], [[2, [3, 1]]], [[2, [2, 7]]], [[4, [4, 5]]], [[6, [6]]]]]",227.0,"[[[[0, [5]], [8, [8, 10, 3, 1]], [10, []], [2, [2, 4]], [1, []], [7, [7]], [3, []], [4, []], [5, []]], [[0, []], [9, [9]], [6, [6]]]], [[[8, [8, 10]], [9, [9]]], [[8, [3, 1]]], [[2, [2, 4]]], [[7, [7]]], [[6, [6]]]]]",1.8,5.6,"[23.323808, 41.231056, 41.231056, 51.224994, 50.596443]",41.521471,"{8: 0.0, 2: 0.0, 4: 0.0, 6: 0.0}","{8: 15.338096, 2: 30.10704, 4: 19.771975, 6: 28.086251}",0.0,23.32584,1.8,5.4,"[46.647615, 23.323808, 41.231056, 53.814496, 50.596443]",43.122684,"{8: 0.0, 9: 0.0, 2: 0.0, 7: 0.0, 6: 0.0}","{8: 15.676192, 9: 15.338096, 2: 9.722568, 7: 10.768944, 6: 19.086251}",0.0,14.11841,8.237,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,1,3,222.0,"[[[[0, [5]], [5, []], [2, [2, 7, 3]], [1, [1]], [7, []], [4, [4]], [3, []]], [[0, [10]], [8, [8, 9]], [10, []], [9, []], [6, [6]]]], [[[8, [8, 9]]], [[2, [2, 7, 3]]], [[1, [1]]], [[4, [4]]], [[6, [6]]]]]",,None,1.6,5.0,"[23.323808, 41.231056, 55.461698, 51.224994, 50.596443]",44.3676,"{8: 0.0, 2: 0.0, 1: 0.0, 4: 0.0, 6: 0.0}","{8: 15.338096, 2: 1.384472, 1: 2.607247, 4: 16.771975, 6: 15.970929}",0.0,10.414544,,,[],,{},{},,,6.973,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,1,4,218.0,"[[[[0, [10, 5]], [10, []], [2, [2, 1, 4, 7]], [1, []], [7, []], [3, [3]], [4, []], [5, []]], [[0, []], [8, [8, 9]], [9, []], [6, [6]]]], [[[8, [8, 9]]], [[2, [2, 1]]], [[2, [4, 7]]], [[3, [3]]], [[6, [6]]]]]",223.2490309931942,"[[[[0, [10]], [10, []], [9, [9]], [6, [6]]], [[0, [5]], [8, [8, 1, 3, 7]], [5, []], [4, [4, 2]], [3, []], [7, []], [1, []], [2, []]]], [[[8, [8, 7]]], [[8, [1, 3]], [9, [9]]], [[4, [4, 2]]], [[6, [6]]]]]",1.6,5.0,"[23.323808, 41.231056, 41.231056, 58.137767, 50.596443]",42.904026,"{8: 0.0, 2: 0.0, 3: 0.0, 6: 0.0}","{8: 15.338096, 2: 23.10704, 3: 6.315588, 6: 28.086251}",0.0,18.211744,2.0,6.25,"[23.323808, 46.647615, 51.224994, 50.596443]",42.948215,"{8: 7.661904, 9: 5.249031, 4: 0.0, 6: 0.0}","{8: 0.338096, 9: 0.0, 4: 19.063695, 6: 31.377971}",3.227734,12.694941,7.862,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,1,5,222.0,"[[[[0, [5]], [2, [2]], [4, [4, 3]], [3, []], [7, [7, 1]], [1, []], [5, []]], [[0, [10]], [8, [8, 9]], [10, []], [9, []], [6, [6]]]], [[[8, [8, 9]]], [[2, [2]]], [[4, [4, 3]]], [[7, [7, 1]]], [[6, [6]]]]]",227.0,"[[[[0, [10]], [10, []], [9, [9]], [6, [6]]], [[0, [5]], [8, [8, 1]], [4, [4, 3]], [3, []], [7, [7, 2]], [1, []], [2, []], [5, []]]], [[[8, [8]], [9, [9]]], [[8, [1]]], [[4, [4, 3]]], [[7, [7, 2]]], [[6, [6]]]]]",1.6,5.0,"[23.323808, 41.231056, 51.224994, 53.814496, 50.596443]",44.038159,"{8: 0.0, 2: 0.0, 4: 0.0, 7: 0.0, 6: 0.0}","{8: 15.338096, 2: 2.384472, 4: 18.725599, 7: 15.477224, 6: 4.089282}",0.0,11.202935,1.6,5.0,"[46.647615, 23.323808, 51.224994, 53.814496, 50.596443]",45.121471,"{8: 0.0, 9: 0.0, 4: 0.0, 7: 0.0, 6: 7.910718}","{8: 15.676192, 9: 15.338096, 4: 26.725599, 7: 6.768944, 6: 0.0}",1.582144,12.901766,8.748,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,2,1,217.0,"[[[[0, [5]], [5, []], [2, [2, 1]], [1, []], [7, [7, 4]], [4, []], [3, [3]]], [[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]]], [[[2, [2, 1]]], [[6, [6, 9, 8]]], [[7, [7, 4]]], [[3, [3]]]]]",244.68441183558556,"[[[[0, []], [9, [9]], [6, [6]]], [[0, [5]], [5, []], [2, [2, 4, 7]], [7, []], [4, []], [3, [3, 1, 10]], [1, []], [10, [8]], [8, []]]], [[[2, [2, 4]]], [[2, [7]], [9, [9]]], [[3, [3, 1, 10]]], [[10, [8]]], [[6, [6]]]]]",2.0,6.25,"[41.231056, 50.596443, 53.814496, 58.137767]",50.944941,"{2: 0.0, 6: 0.0, 7: 1.522776, 3: 0.0}","{2: 2.384472, 6: 2.701779, 7: 0.0, 3: 6.155671}",0.380694,2.81048,1.8,5.4,"[41.231056, 60.939336, 58.137767, 33.526109, 50.596443]",48.886142,"{2: 0.0, 9: 25.014703, 3: 1.684412, 10: 0.0, 6: 0.0}","{2: 2.768944, 9: 0.0, 3: 0.0, 10: 59.582847, 6: 9.963186}",5.339823,14.462995,18.368,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,2,2,218.0,"[[[[0, []], [8, [8, 9]], [9, []], [6, [6]]], [[0, [10, 5]], [10, []], [4, [4, 3, 7, 1]], [3, []], [7, []], [1, []], [2, [2]], [5, []]]], [[[8, [8, 9]]], [[4, [4, 3]]], [[4, [7, 1]]], [[2, [2]]], [[6, [6]]]]]",227.0,"[[[[0, [5]], [8, [8, 10, 1]], [10, []], [4, [4, 3]], [3, []], [7, [7, 2]], [1, []], [2, []], [5, []]], [[0, []], [9, [9]], [6, [6]]]], [[[8, [8, 10]], [9, [9]]], [[8, [1]]], [[4, [4, 3]]], [[7, [7, 2]]], [[6, [6]]]]]",1.6,5.0,"[23.323808, 51.224994, 51.224994, 41.231056, 50.596443]",43.520259,"{8: 0.0, 4: 0.0, 2: 0.0, 6: 0.0}","{8: 15.338096, 4: 56.113102, 2: 19.771975, 6: 1.089282}",0.0,23.078114,1.8,5.4,"[46.647615, 23.323808, 51.224994, 53.814496, 50.596443]",45.121471,"{8: 0.0, 9: 0.0, 4: 0.0, 7: 0.0, 6: 7.910718}","{8: 15.676192, 9: 15.338096, 4: 26.725599, 7: 6.768944, 6: 0.0}",1.582144,12.901766,14.004,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,2,3,217.0,"[[[[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]], [[0, [5]], [5, []], [2, [2, 1]], [1, []], [7, [7, 4]], [4, []], [3, [3]]]], [[[2, [2, 1]]], [[6, [6, 9, 8]]], [[7, [7, 4]]], [[3, [3]]]]]",249.91374940943535,"[[[[0, []], [6, [6, 9]], [9, []]], [[0, [10]], [2, [2, 1, 5, 8]], [1, []], [4, [4, 3]], [3, []], [7, [7]], [5, []], [10, []], [8, []]]], [[[2, [5, 8]]], [[2, [2, 1]]], [[4, [4, 3]]], [[7, [7]], [6, [6, 9]]]]]",2.0,6.25,"[41.231056, 50.596443, 53.814496, 58.137767]",50.944941,"{2: 0.0, 6: 0.0, 7: 1.522776, 3: 0.0}","{2: 2.384472, 6: 2.701779, 7: 0.0, 3: 6.155671}",0.380694,2.81048,2.25,7.0,"[41.231056, 41.231056, 51.224994, 102.683187]",59.092573,"{2: 0.0, 4: 0.0, 6: 36.913749, 7: 0.0}","{2: 26.768944, 4: 11.771975, 6: 0.0, 7: 5.179002}",9.228437,10.92998,16.038,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,2,4,217.0,"[[[[0, [5]], [5, [1, 3]], [3, []], [4, [4, 7]], [7, []], [1, []], [2, [2]]], [[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]]], [[[6, [6, 9, 8]]], [[5, [1, 3]]], [[4, [4, 7]]], [[2, [2]]]]]",223.76305461424022,"[[[[0, [8, 10, 9]], [8, []], [10, [6]], [9, []], [6, []]], [[0, []], [5, [5, 2]], [2, []], [1, [1, 3]], [3, []], [7, [7, 4]], [4, []]]], [[[5, [5, 2]]], [[10, [6]], [1, [1, 3]]], [[7, [7, 4]]]]]",2.0,6.25,"[50.596443, 30.265492, 51.224994, 41.231056]",43.329496,"{6: 0.0, 5: 1.132746, 4: 0.0, 2: 0.0}","{6: 2.701779, 5: 0.0, 4: 17.254757, 2: 46.218997}",0.283186,16.543883,2.333333,7.333333,"[30.265492, 63.729288, 53.814496]",49.269759,"{5: 8.132746, 10: 1.763055, 1: 0.0, 7: 0.0}","{5: 0.0, 10: 0.0, 1: 1.638842, 7: 44.960006}",2.47395,11.649712,23.905,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,2,5,222.0,"[[[[0, [5]], [5, []], [2, [2, 3]], [4, [4, 7]], [3, []], [7, []], [1, [1]]], [[0, [10]], [8, [8, 9]], [10, []], [9, []], [6, [6]]]], [[[8, [8, 9]]], [[2, [2, 3]]], [[4, [4, 7]]], [[1, [1]]], [[6, [6]]]]]",227.0,"[[[[0, [10]], [10, []], [9, [9]], [6, [6]]], [[0, []], [8, [1, 8, 5]], [5, []], [4, [4, 3]], [3, []], [7, [7, 2]], [1, []], [2, []]]], [[[8, [8, 5]]], [[8, [1]], [9, [9]]], [[4, [4, 3]]], [[7, [7, 2]]], [[6, [6]]]]]",1.6,5.0,"[23.323808, 41.231056, 51.224994, 55.461698, 50.596443]",44.3676,"{8: 0.0, 2: 0.0, 4: 0.0, 1: 0.0, 6: 0.0}","{8: 15.338096, 2: 2.384472, 4: 18.725599, 1: 36.653623, 6: 4.089282}",0.0,15.438214,1.8,5.6,"[23.323808, 46.647615, 51.224994, 53.814496, 50.596443]",45.121471,"{8: 0.0, 9: 5.249031, 4: 0.0, 7: 0.0, 6: 2.661687}","{8: 15.676192, 9: 0.0, 4: 26.725599, 7: 1.519913, 6: 0.0}",1.582144,8.784341,13.801,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,3,1,218.0,"[[[[0, []], [8, [8, 9]], [9, []], [6, [6]]], [[0, [10, 5]], [10, []], [2, [2, 7, 1, 3]], [1, []], [7, []], [3, []], [4, [4]], [5, []]]], [[[2, [2, 7, 3]]], [[8, [8, 9]]], [[2, [1]]], [[4, [4]]], [[6, [6]]]]]",227.0,"[[[[0, [10]], [10, []], [9, [9]], [6, [6]]], [[0, [5]], [8, [8, 1]], [5, []], [4, [4, 3]], [3, []], [7, [7, 2]], [1, []], [2, []]]], [[[8, [8]], [9, [9]]], [[8, [1]]], [[4, [4, 3]]], [[7, [7, 2]]], [[6, [6]]]]]",1.6,5.0,"[41.231056, 23.323808, 41.231056, 51.224994, 50.596443]",41.521471,"{2: 0.0, 8: 0.0, 4: 0.0, 6: 0.0}","{2: 22.10704, 8: 15.338096, 4: 19.771975, 6: 28.086251}",0.0,21.32584,1.6,5.0,"[46.647615, 23.323808, 51.224994, 53.814496, 50.596443]",45.121471,"{8: 0.0, 9: 0.0, 4: 0.0, 7: 0.0, 6: 7.910718}","{8: 15.676192, 9: 15.338096, 4: 26.725599, 7: 6.768944, 6: 0.0}",1.582144,12.901766,23.996,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,3,2,218.0,"[[[[0, [10, 5]], [10, []], [2, [2, 1, 7, 3]], [1, []], [7, []], [3, []], [4, [4]], [5, []]], [[0, []], [8, [8, 9]], [9, []], [6, [6]]]], [[[8, [8, 9]]], [[2, [2, 1]]], [[2, [7, 3]]], [[4, [4]]], [[6, [6]]]]]",267.0,"[[[[0, [8]], [6, [6]], [8, []], [5, [5]]], [[0, [10]], [2, [2, 7, 3]], [1, [1, 9]], [7, []], [3, []], [4, [4]], [10, []], [9, []]]], [[[2, [2, 7, 3]]], [[1, [1, 9]]], [[6, [6]], [4, [4]]], [[5, [5]]]]]",1.6,5.0,"[23.323808, 41.231056, 41.231056, 51.224994, 50.596443]",41.521471,"{8: 0.0, 2: 0.0, 4: 0.0, 6: 0.0}","{8: 15.338096, 2: 23.10704, 4: 19.771975, 6: 28.086251}",0.0,21.57584,2.0,6.0,"[41.231056, 55.461698, 101.030575, 30.265492]",56.997205,"{2: 0.0, 1: 0.0, 6: 31.913749, 4: 0.0, 5: 0.0}","{2: 1.384472, 1: 31.269151, 6: 0.0, 4: 2.058494, 5: 77.050154}",6.38275,22.352454,24.783,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,3,3,217.0,"[[[[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]], [[0, [5]], [2, [2, 1]], [1, []], [7, [7, 3]], [3, []], [4, [4]], [5, []]]], [[[2, [2, 1]]], [[6, [6, 9, 8]]], [[7, [7, 3]]], [[4, [4]]]]]",227.0,"[[[[0, [10, 5]], [8, [8, 1]], [10, []], [4, [4, 3]], [3, []], [7, [7, 2]], [1, []], [2, []], [5, []]], [[0, []], [9, [9]], [6, [6]]]], [[[8, [8]], [9, [9]]], [[8, [1]]], [[4, [4, 3]]], [[7, [7, 2]]], [[6, [6]]]]]",2.0,6.25,"[41.231056, 50.596443, 53.814496, 51.224994]",49.216747,"{2: 0.0, 6: 0.0, 7: 1.522776, 4: 0.0}","{2: 2.384472, 6: 2.701779, 7: 0.0, 4: 7.612058}",0.380694,3.174577,1.6,5.0,"[46.647615, 23.323808, 51.224994, 53.814496, 50.596443]",45.121471,"{8: 0.0, 9: 0.0, 4: 0.0, 7: 0.0, 6: 7.910718}","{8: 15.676192, 9: 15.338096, 4: 26.725599, 7: 6.768944, 6: 0.0}",1.582144,12.901766,25.329,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,3,4,217.0,"[[[[0, [5]], [5, [1, 3]], [3, []], [4, [4, 7]], [7, []], [1, []], [2, [2]]], [[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]]], [[[6, [6, 9, 8]]], [[5, [1, 3]]], [[4, [4, 7]]], [[2, [2]]]]]",222.0,"[[[[0, []], [9, [9]], [6, [6]]], [[0, [10, 5]], [8, [8, 3, 2, 1]], [10, []], [2, []], [1, []], [7, [7, 4]], [3, []], [4, []], [5, []]]], [[[8, [2, 1]]], [[9, [9]], [8, [8, 3]]], [[6, [6]]], [[7, [7, 4]]]]]",2.0,6.25,"[50.596443, 30.265492, 51.224994, 41.231056]",43.329496,"{6: 0.0, 5: 1.132746, 4: 0.0, 2: 0.0}","{6: 2.701779, 5: 0.0, 4: 17.254757, 2: 46.218997}",0.283186,16.543883,2.0,6.25,"[23.323808, 46.647615, 50.596443, 53.814496]",43.59559,"{8: 6.661904, 9: 3.0, 6: 0.0, 7: 0.0}","{8: 2.338096, 9: 0.0, 6: 71.377971, 7: 2.768944}",2.415476,19.121253,27.461,OK
test_data\data_demand_random_patch\10\C201_2.5.dat,8,120,3,5,217.0,"[[[[0, [10]], [6, [6, 9, 8]], [9, []], [10, []], [8, []]], [[0, [5]], [5, []], [2, [2, 1]], [1, []], [7, [7, 3]], [3, []], [4, [4]]]], [[[6, [6, 9, 8]]], [[2, [2, 1]]], [[7, [7, 3]]], [[4, [4]]]]]",239.0,"[[[[0, [5]], [8, [8, 1, 10]], [10, []], [4, [4, 7]], [7, []], [3, [3, 2]], [1, []], [2, []], [5, []]], [[0, []], [9, [9]], [6, [6]]]], [[[8, [8, 10]], [9, [9]]], [[8, [1]]], [[4, [4, 7]]], [[3, [3, 2]]], [[6, [6]]]]]",2.0,6.25,"[50.596443, 41.231056, 53.814496, 51.224994]",49.216747,"{6: 0.0, 2: 0.0, 7: 1.522776, 4: 0.0}","{6: 2.701779, 2: 2.384472, 7: 0.0, 4: 7.612058}",0.380694,3.174577,1.8,5.4,"[46.647615, 23.323808, 51.224994, 58.137767, 50.596443]",45.986125,"{8: 0.0, 9: 0.0, 4: 0.0, 3: 0.0, 6: 7.910718}","{8: 15.676192, 9: 15.338096, 4: 26.725599, 3: 6.607309, 6: 0.0}",1.582144,12.869439,22.394,OK
test_data\data_demand_random_patch\10\C201_2.dat,4,60,1,1,226.6619037896906,"[[[[0, [5, 2, 1, 7, 4]], [5, []], [2, []], [1, []], [7, [3]], [3, []], [4, []]], [[0, [8, 10, 9]], [8, [6]], [10, []], [9, []], [6, []]]], [[[8, [6]]], [[7, [3]]]]]",248.0,"[[[[0, [3]], [2, [2, 1]], [1, []], [4, [4]], [7, [7]], [3, []], [5, [5]]], [[0, [8, 9]], [10, [10]], [8, []], [9, []], [6, [6]]]], [[[2, [2]], [10, [10]]], [[2, [1]]], [[4, [4]]], [[7, [7]]], [[6, [6]]], [[5, [5]]]]]",1.0,3.0,"[23.323808, 53.814496]",38.569152,"{8: 3.661904, 7: 0.0}","{8: 0.0, 7: 86.092752}",1.830952,43.046376,1.166667,3.666667,"[48.148912, 41.231056, 51.224994, 53.814496, 50.596443, 30.265492]",45.880232,"{10: 0.0, 2: 33.311289, 4: 0.0, 7: 5.834065, 6: 0.0, 5: 0.0}","{10: 9.236945, 2: 16.384472, 4: 11.771975, 7: 0.0, 6: 0.089282, 5: 15.960006}",6.524226,8.907113,6.369,OK
