instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,8,120,2,2,1012.730849,"[[[[0, [4, 1]], [4, []], [10, [10, 6, 12]], [6, []], [12, [14, 8, 11]], [1, []], [23, [23, 27, 24, 25, 22]], [27, []], [24, []], [30, [30, 35, 37, 33]], [14, []], [8, []], [35, []], [25, []], [46, [46, 44, 43]], [11, []], [37, []], [44, [48, 49]], [22, []], [43, []], [48, []], [49, []], [33, []]], [[0, [2, 3]], [2, []], [15, [15, 5, 9, 13, 7, 16]], [5, []], [19, [19, 20, 18]], [9, [29, 17, 26, 21, 28]], [20, []], [3, []], [18, []], [32, [32, 31, 36]], [31, []], [36, []], [29, [40, 41, 38, 39, 34]], [40, []], [13, []], [17, []], [26, []], [7, []], [41, []], [45, [45]], [21, []], [28, []], [50, [50, 42, 47]], [38, []], [39, []], [34, []], [16, []], [42, []], [47, []]]], [[[15, [15, 5, 9, 13, 7, 16]]], [[10, [10, 6, 12]]], [[12, [14, 8, 11]]], [[23, [23, 27, 24, 25, 22]]], [[19, [19, 20, 18]]], [[9, [29, 17, 26, 21, 28]]], [[32, [32, 31, 36]]], [[30, [30, 35, 37, 33]]], [[29, [40, 41, 38, 39, 34]]], [[45, [45]]], [[46, [46, 44, 43]]], [[50, [50, 42, 47]]], [[44, [48, 49]]]]]",1028.661904,"[[[[0, []], [7, [7, 13, 10, 6]], [6, []], [29, [29, 28, 26, 17, 19]], [28, []], [33, [33, 32]], [32, []], [31, [31, 36]], [36, [41, 40, 39, 38, 37]], [26, []], [13, []], [17, []], [10, []], [41, []], [45, [45]], [40, []], [50, [50, 46]], [39, []], [38, []], [46, []], [37, []], [19, []]], [[0, [4, 3, 1]], [9, [9, 11, 2, 12]], [11, []], [2, []], [18, [18, 21, 24, 22]], [20, [20, 5, 16, 8, 14, 15]], [5, []], [16, []], [24, []], [21, []], [15, []], [34, [34, 35, 30, 25, 23, 27]], [25, []], [23, []], [35, []], [8, []], [30, []], [14, []], [4, []], [27, []], [3, []], [47, [47, 48, 44, 43, 49, 42]], [48, []], [22, []], [44, []], [43, []], [12, []], [49, []], [1, []], [42, []]]], [[[7, [7, 13, 10, 6]]], [[9, [9, 11, 2, 12]]], [[18, [18, 21, 24, 22]]], [[20, [20, 5, 16, 8, 14, 15]]], [[29, [29, 28, 26, 17, 19]]], [[33, [33, 32]]], [[34, [34, 35, 30, 25, 23, 27]]], [[31, [31, 36]]], [[36, [41, 40, 39, 38, 37]]], [[45, [45]]], [[47, [47, 48, 44, 43, 49, 42]], [50, [50, 46]]]]]"
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,8,120,2,3,1035.528675,"[[[[0, [1, 4, 3]], [1, []], [3, []], [4, []], [18, [18, 14, 15, 6, 16, 13, 10, 7]], [14, []], [15, []], [28, [28, 21, 29, 24, 17, 26]], [6, []], [21, []], [29, []], [24, []], [34, [34, 40]], [16, []], [13, []], [17, []], [40, [45, 41, 36, 31, 42]], [45, []], [41, []], [10, []], [7, []], [26, []], [36, []], [31, []], [43, [43, 44, 48, 49]], [44, []], [48, []], [49, []], [42, []]], [[0, [2]], [5, [5, 12, 9, 11, 8]], [12, []], [9, []], [11, []], [22, [22, 32, 30, 23, 25, 20, 27, 19]], [32, []], [33, [33]], [2, []], [27, []], [8, []], [30, []], [35, [35, 38, 39]], [23, []], [25, []], [38, []], [50, [50, 47, 46, 37]], [39, []], [20, []], [46, []], [37, []], [19, []], [47, []]]], [[[5, [5, 12, 9, 11, 8]]], [[18, [18, 14, 15, 6, 16, 13, 10, 7]]], [[28, [28, 21, 29, 24, 17, 26]]], [[22, [22, 32, 30, 23, 25, 20, 27, 19]]], [[33, [33]]], [[35, [35, 38, 39]]], [[34, [34, 40]]], [[40, [45, 41, 36, 31, 42]]], [[50, [50, 47, 46, 37]]], [[43, [43, 44, 48, 49]]]]]",1048.151452,"[[[[0, [4, 3]], [8, [8, 14, 7, 10, 6, 13]], [18, [18, 22]], [14, []], [4, []], [3, []], [33, [33, 32, 31, 36, 29, 26, 17]], [32, []], [22, []], [31, []], [36, []], [29, []], [26, []], [7, []], [41, [41, 40, 45]], [10, []], [45, []], [6, []], [40, []], [17, []], [13, [49, 48, 43, 44]], [49, []], [48, []], [43, []], [44, []]], [[0, [2, 1]], [1, []], [12, [12, 15, 16, 5, 11, 9]], [2, []], [15, []], [16, []], [5, []], [21, [21, 24]], [24, [28, 20, 19, 25, 23, 27]], [28, []], [20, []], [19, []], [42, [42, 34, 39, 38, 30, 35, 37]], [34, []], [39, []], [38, []], [25, []], [30, []], [35, []], [23, []], [50, [50, 46, 47]], [27, []], [46, []], [11, []], [9, []], [37, []], [47, []]]], [[[8, [8, 14, 7, 10, 6, 13]]], [[12, [12, 15, 16, 5, 11, 9]]], [[18, [18, 22]]], [[21, [21, 24]]], [[24, [28, 20, 19, 25, 23, 27]]], [[42, [42, 34, 39, 38, 30, 35, 37]]], [[33, [33, 32, 31, 36, 29, 26, 17]]], [[41, [41, 40, 45]]], [[50, [50, 46, 47]], [13, [49, 48, 43, 44]]]]]"
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,8,120,2,4,1016.730849,"[[[[0, [4]], [9, [9, 6, 7]], [6, [16, 15, 13, 14, 10, 17]], [16, []], [15, []], [29, [29, 23, 25, 28, 26]], [13, []], [26, []], [17, []], [7, []], [23, []], [35, [35, 30]], [30, []], [14, []], [4, []], [46, [46, 38, 40, 41, 42]], [38, []], [25, []], [50, [50, 45]], [28, []], [40, []], [10, []], [41, []], [45, []], [42, []]], [[0, [1, 3, 2]], [8, [8, 5]], [1, []], [19, [19]], [21, [21, 24, 11, 12]], [24, []], [5, []], [2, []], [27, [33, 27, 20, 18, 22]], [3, []], [20, []], [11, []], [37, [37]], [18, [39, 34, 36, 31, 32]], [39, []], [34, []], [36, []], [31, []], [12, []], [32, []], [22, []], [44, [44, 43, 48, 49, 47]], [43, []], [48, []], [49, []], [33, []], [47, []]]], [[[8, [8, 5]]], [[9, [9, 6, 7]]], [[6, [16, 15, 13, 14, 10, 17]]], [[19, [19]]], [[21, [21, 24, 11, 12]]], [[29, [29, 23, 25, 28, 26]]], [[27, [33, 27, 20, 18, 22]]], [[37, [37]]], [[35, [35, 30]]], [[18, [39, 34, 36, 31, 32]]], [[44, [44, 43, 48, 49, 47]]], [[46, [46, 38, 40, 41, 42]]], [[50, [50, 45]]]]]",1016.730849,"[[[[0, [3]], [7, [7, 14, 8, 12]], [19, [19, 23, 25, 24, 22]], [18, [18, 20, 27]], [20, []], [3, []], [27, []], [30, [30, 35, 34, 36, 31, 32, 33]], [14, []], [8, []], [35, []], [23, []], [25, []], [24, []], [34, []], [36, []], [31, []], [48, [48, 43, 44, 49, 47]], [43, []], [44, []], [22, []], [32, []], [12, []], [49, []], [33, []], [47, []]], [[0, [4, 2, 1]], [4, []], [6, [6, 9, 11, 10]], [13, [13, 5, 15, 16]], [5, []], [15, []], [16, []], [2, []], [1, []], [26, [26, 29, 17, 28, 21]], [29, []], [17, []], [9, []], [37, [37]], [11, []], [46, [46, 38, 39, 41, 45, 40, 42]], [38, []], [39, []], [50, [50]], [28, []], [21, []], [10, []], [41, []], [45, []], [40, []], [42, []]]], [[[6, [6, 9, 11, 10]]], [[13, [13, 5, 15, 16]], [7, [7, 14, 8, 12]]], [[19, [19, 23, 25, 24, 22]]], [[26, [26, 29, 17, 28, 21]]], [[18, [18, 20, 27]]], [[37, [37]]], [[30, [30, 35, 34, 36, 31, 32, 33]]], [[46, [46, 38, 39, 41, 45, 40, 42]]], [[48, [48, 43, 44, 49, 47]]], [[50, [50]]]]]"
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,8,120,2,5,1035.528675,"[[[[0, [4, 3, 1, 2]], [2, []], [9, [9, 8, 14]], [8, []], [4, [18, 5, 6, 7, 12]], [14, []], [18, []], [3, []], [33, [33, 32, 31]], [32, []], [31, []], [29, [29, 36, 34, 26, 22]], [36, []], [5, []], [42, [42, 40]], [34, []], [40, [45, 41, 43, 44]], [6, []], [45, []], [41, []], [7, []], [26, []], [1, [49, 48]], [49, []], [12, []], [48, []], [43, []], [22, []], [44, []]], [[0, []], [10, [10, 16, 15, 13, 11]], [16, []], [15, []], [24, [24, 28, 17, 21, 23, 27, 25, 19]], [28, []], [17, []], [13, []], [21, []], [23, []], [27, []], [38, [38, 35, 30, 39, 37, 20]], [25, []], [35, []], [30, []], [50, [50, 47, 46]], [39, []], [47, []], [19, []], [37, []], [11, []], [46, []], [20, []]]], [[[9, [9, 8, 14]]], [[10, [10, 16, 15, 13, 11]]], [[4, [18, 5, 6, 7, 12]]], [[24, [24, 28, 17, 21, 23, 27, 25, 19]]], [[33, [33, 32, 31]]], [[29, [29, 36, 34, 26, 22]]], [[38, [38, 35, 30, 39, 37, 20]]], [[42, [42, 40]]], [[40, [45, 41, 43, 44]]], [[50, [50, 47, 46]]], [[1, [49, 48]]]]]",1069.867066,"[[[[0, [1]], [13, [13, 7, 15, 6, 16, 10, 11]], [7, []], [15, []], [16, []], [17, [17, 22, 19]], [6, []], [22, []], [32, [32]], [33, [33, 36, 31, 29, 26, 34]], [29, []], [36, []], [31, []], [1, []], [26, []], [10, []], [41, [41, 45, 40]], [45, []], [40, []], [34, [47, 37, 46]], [47, []], [37, []], [11, []], [46, []], [19, []]], [[0, [3, 2, 4]], [2, []], [12, [12, 9, 5]], [9, [8, 14]], [20, [20, 18, 24, 21]], [18, [27, 25, 23, 28]], [3, []], [5, []], [24, []], [27, []], [8, []], [30, [30]], [14, []], [4, []], [38, [38, 35, 39, 42]], [25, []], [35, []], [23, []], [28, []], [21, []], [50, [50, 49, 48, 43, 44]], [39, []], [42, []], [49, []], [48, []], [43, []], [44, []]]], [[[12, [12, 9, 5]]], [[13, [13, 7, 15, 6, 16, 10, 11]]], [[9, [8, 14]]], [[17, [17, 22, 19]]], [[20, [20, 18, 24, 21]]], [[18, [27, 25, 23, 28]]], [[32, [32]]], [[30, [30]], [33, [33, 36, 31, 29, 26, 34]]], [[38, [38, 35, 39, 42]]], [[50, [50, 49, 48, 43, 44]]], [[41, [41, 45, 40]]], [[34, [47, 37, 46]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,60,2,1,869.3238076,"[[[[0, [3]], [7, [7, 10, 9]], [21, [21, 26, 28, 30, 27, 29]], [30, []], [28, []], [27, []], [26, []], [10, []], [38, [38, 43, 42, 44, 41, 40, 39]], [41, []], [40, []], [39, []], [9, [49, 48]], [29, []], [42, []], [44, []], [43, []], [49, []], [48, []], [3, []]], [[0, [6, 1, 4, 5, 2]], [4, []], [5, []], [13, [13, 12, 11, 8]], [12, []], [11, []], [8, []], [1, []], [15, [15, 16, 17, 18]], [6, []], [14, [14]], [18, [22, 23, 24, 20]], [19, [19]], [16, []], [17, []], [22, []], [23, []], [24, []], [33, [33, 34, 31, 32, 35, 36, 37, 25]], [34, []], [31, []], [32, []], [20, [50, 45, 46, 47]], [35, []], [36, []], [37, []], [50, []], [25, []], [45, []], [46, []], [47, []], [2, []]]], [[[7, [7, 10, 9]]], [[13, [13, 12, 11, 8]]], [[15, [15, 16, 17, 18]]], [[14, [14]]], [[18, [22, 23, 24, 20]]], [[19, [19]]], [[21, [21, 30, 27, 29]]], [[21, [26, 28]]], [[33, [33, 34, 31, 32]]], [[33, [35, 36, 37, 25]]], [[38, [43, 42, 44, 41]]], [[38, [38, 40, 39]]], [[9, [49, 48]]], [[20, [50, 45, 46, 47]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,60,2,5,873.7099203,"[[[[0, [19, 18, 16, 25, 24, 22, 23, 14]], [22, []], [24, []], [23, []], [31, [31, 32, 33]], [32, []], [33, [34, 36, 37]], [34, []], [19, []], [18, []], [16, [50, 45, 46, 35]], [35, []], [36, []], [37, []], [50, []], [25, []], [45, []], [46, []], [14, []]], [[0, [1, 5, 6, 3, 4, 2]], [7, [7, 13]], [9, [9, 11, 12, 8]], [12, []], [1, [17, 15]], [17, []], [20, [20, 21, 10]], [21, []], [3, []], [4, []], [2, []], [15, []], [5, [27, 30, 28, 26]], [30, []], [28, []], [27, []], [26, []], [11, []], [8, []], [10, []], [38, [38, 41, 40, 39, 29, 42, 43]], [41, []], [40, []], [39, []], [13, [44, 49, 48, 47]], [29, []], [42, []], [43, []], [44, []], [49, []], [48, []], [47, []], [6, []]]], [[[31, [31, 32, 33]]], [[7, [7, 13]]], [[9, [9, 11, 12, 8]]], [[1, [17, 15]]], [[20, [20, 21, 10]]], [[5, [27, 30, 28, 26]]], [[33, [34, 36, 37]]], [[38, [38, 42, 43]]], [[38, [41, 40, 39, 29]]], [[13, [44, 49, 48, 47]]], [[16, [50, 45, 46, 35]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,90,2,2,862.0555128,"[[[[0, [2, 3]], [19, [19, 16, 17, 14]], [16, []], [17, []], [14, []], [2, []], [30, [30, 28, 27, 29]], [28, []], [27, []], [29, []], [26, [26, 13, 12]], [13, []], [12, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [42, [42, 43, 44, 48]], [43, []], [44, []], [48, []], [49, [49]], [3, []]], [[0, [1, 5]], [4, [4, 9, 6, 11]], [1, []], [7, [7, 10, 8]], [10, []], [9, [18]], [11, []], [8, []], [6, []], [15, [15, 22, 23, 24]], [20, [20, 25, 21]], [22, []], [18, []], [31, [31, 32, 33, 34]], [32, []], [33, []], [34, []], [35, [35, 36, 37]], [36, []], [37, []], [23, []], [24, []], [25, []], [50, [50, 45, 47, 46]], [21, []], [45, []], [47, []], [46, []], [5, []]]], [[[4, [4, 9, 6, 11]]], [[7, [7, 10, 8]]], [[9, [18]]], [[19, [19, 16, 17, 14]]], [[15, [15, 22, 23, 24]]], [[20, [20, 25, 21]]], [[30, [30, 28, 27, 29]]], [[26, [26, 13, 12]]], [[31, [31, 32, 33, 34]]], [[35, [35, 36, 37]]], [[41, [41, 40, 39, 38]]], [[50, [50, 45, 47, 46]]], [[42, [42, 43, 44, 48]]], [[49, [49]]]]]",954.0555128,"[[[[0, [4, 3]], [2, [1, 11, 7, 2]], [1, []], [13, [13, 14, 18, 19]], [11, []], [7, []], [4, []], [3, []], [14, []], [21, [21, 20, 25, 24]], [31, [31, 33, 32, 35]], [33, []], [32, []], [20, []], [35, []], [37, [37, 36, 34]], [36, []], [50, [50, 45, 46, 47]], [25, []], [24, []], [45, []], [46, []], [47, []], [18, []], [19, []], [34, []]], [[0, [5, 6]], [12, [12, 10, 8]], [16, [16, 17, 15, 9]], [17, []], [15, []], [9, []], [10, []], [8, []], [22, [22, 23, 26, 29]], [23, []], [5, []], [6, []], [26, []], [42, [42, 43, 44, 30]], [29, []], [43, []], [44, []], [30, []], [49, [49, 48, 28, 27]], [48, []], [28, []], [27, []], [38, [38, 39, 40, 41]], [39, []], [40, []], [41, []]]], [[[2, [2]]], [[12, [10, 8]]], [[2, [1, 11, 7]], [12, [12]]], [[16, [16, 17, 15, 9]]], [[13, [13, 14, 18, 19]]], [[21, [21, 20, 25, 24]]], [[22, [22, 23, 26, 29]]], [[31, [31, 33, 32, 35]]], [[37, [37, 36, 34]]], [[42, [42, 43, 44, 30]]], [[50, [50, 45, 46, 47]]], [[49, [49, 48, 28, 27]]], [[38, [38, 39, 40, 41]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,90,2,4,816.9324957,"[[[[0, [1]], [14, [14, 11, 8, 12]], [16, [16, 13, 18, 15]], [18, []], [19, [19, 9, 10]], [15, []], [11, []], [8, []], [41, [41, 40, 39, 38, 27, 28, 26, 30]], [40, []], [39, []], [38, []], [12, []], [9, []], [10, []], [13, []], [26, []], [27, [42, 44, 43, 29]], [28, []], [30, []], [29, []], [42, []], [44, []], [43, [49, 48, 47]], [49, []], [48, []], [47, []], [1, []]], [[0, [5, 2, 6, 4, 3]], [6, []], [4, []], [7, [7]], [3, []], [2, []], [5, []], [25, [25, 23, 21, 22]], [23, []], [21, [20, 17, 24]], [22, []], [20, []], [17, []], [32, [32, 31, 33, 34]], [31, []], [33, []], [34, [36, 35, 37]], [35, []], [37, []], [36, []], [50, [50, 45, 46]], [24, []], [45, []], [46, []]]], [[[7, [7]]], [[14, [14, 11, 8, 12]]], [[16, [16, 13, 18, 15]]], [[19, [19, 9, 10]]], [[25, [25, 23, 21, 22]]], [[21, [20, 17, 24]]], [[41, [41, 40, 39, 38]]], [[41, [27, 28, 26, 30]]], [[32, [32, 31, 33, 34]]], [[34, [36, 35, 37]]], [[27, [42, 44, 43, 29]]], [[50, [50, 45, 46]]], [[43, [49, 48, 47]]]]]",,None
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,90,2,5,842,"[[[[0, [8, 13, 11, 5]], [11, []], [13, []], [18, [18, 16, 17, 12]], [16, []], [17, []], [12, []], [26, [26, 30, 27, 29, 28]], [30, []], [28, []], [27, []], [8, []], [41, [41, 40, 38, 39]], [40, []], [39, []], [38, []], [29, []], [42, [42, 43, 44, 49]], [43, []], [44, []], [49, []], [48, [48]], [5, []]], [[0, [2]], [6, [6, 4, 1, 3]], [3, []], [10, [10, 7, 9]], [7, []], [9, []], [1, []], [2, []], [15, [15, 14, 19]], [4, []], [14, []], [20, [20, 23, 21, 22]], [23, []], [21, []], [31, [31, 32, 33, 34, 25, 24]], [32, []], [33, []], [34, []], [19, []], [22, []], [36, [36, 35, 37]], [35, []], [37, []], [50, [50, 45, 46, 47]], [25, []], [24, []], [45, []], [46, []], [47, []]]], [[[6, [6, 4, 1, 3]]], [[18, [18, 16, 17, 12]]], [[10, [10, 7, 9]]], [[15, [15, 14, 19]]], [[20, [20, 23, 21, 22]]], [[26, [26, 30, 27, 29]]], [[26, [28]]], [[31, [31, 32, 33, 34]]], [[31, [25, 24]]], [[36, [36, 35, 37]]], [[41, [41, 40, 38, 39]]], [[50, [50, 45, 46, 47]]], [[42, [42, 43, 44, 49]]], [[48, [48]]]]]",907.0555128,"[[[[0, [13, 11, 7]], [16, [16, 17, 10, 19]], [17, []], [18, [18]], [10, [22, 25, 24]], [13, []], [11, []], [7, []], [31, [31, 32, 33, 34]], [32, []], [33, []], [34, []], [19, []], [22, []], [36, [36, 35, 37, 42]], [35, []], [37, []], [50, [50, 43, 44, 49]], [25, []], [24, []], [42, []], [43, []], [44, []], [49, []], [48, [48]]], [[0, [2, 5, 1, 4, 6, 3]], [5, []], [12, [12, 9, 8]], [9, []], [1, []], [2, []], [15, [15, 14]], [4, []], [14, []], [20, [20, 23, 21]], [23, []], [21, []], [26, [26]], [30, [30, 28, 27, 29]], [28, []], [27, []], [8, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [29, []], [45, [45, 46, 47]], [46, []], [47, []], [6, []], [3, []]]], [[[12, [12, 9, 8]]], [[16, [16, 17, 10, 19]]], [[18, [18]], [15, [15, 14]]], [[10, [22, 25, 24]]], [[20, [20, 23, 21]]], [[26, [26]]], [[30, [30, 28, 27, 29]]], [[31, [31, 32, 33, 34]]], [[41, [41, 40, 39, 38]]], [[36, [36, 35, 37, 42]]], [[50, [50, 43, 44, 49]]], [[45, [45, 46, 47]]], [[48, [48]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,120,2,1,851.0555128,"[[[[0, [5, 4]], [4, []], [14, [14, 9]], [17, [17, 12, 16]], [16, []], [21, [21, 23]], [23, []], [5, []], [26, [26, 27, 30, 28]], [27, []], [30, []], [28, []], [12, []], [41, [41, 40, 39]], [40, [38, 29]], [39, []], [38, []], [9, []], [29, []], [42, [42, 43, 44, 49]], [43, []], [44, []], [49, []]], [[0, [2, 6, 1, 3]], [6, []], [2, []], [7, [7, 13, 11, 10]], [13, []], [11, []], [10, []], [8, [8, 18, 15, 19]], [1, []], [18, []], [15, []], [20, [20, 22, 25]], [19, []], [32, [32, 33, 31, 34]], [33, [24, 35, 36, 37]], [31, []], [34, []], [22, []], [35, []], [36, []], [37, []], [50, [50, 45, 46, 47]], [25, []], [24, []], [45, []], [46, []], [47, []], [48, [48]], [3, []]]], [[[7, [7, 13, 11, 10]]], [[8, [8, 18, 15, 19]]], [[14, [14, 9]]], [[17, [17, 12, 16]]], [[20, [20, 22, 25]]], [[21, [21, 23]]], [[26, [26, 27, 30, 28]]], [[32, [32, 33, 31, 34]]], [[33, [24, 35, 36, 37]]], [[41, [41, 40, 39]]], [[40, [38, 29]]], [[50, [50, 45, 46, 47]]], [[42, [42, 43, 44, 49]]], [[48, [48]]]]]",870.0483494,"[[[[0, [5]], [5, []], [18, [18, 16, 17, 14]], [16, []], [17, []], [14, []], [7, [7, 13, 11, 12]], [26, [26]], [30, [30, 28, 27, 29]], [28, []], [27, []], [13, []], [11, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [12, []], [29, []], [43, [43, 44, 49, 48]], [44, []], [49, []], [48, []], [42, [42]]], [[0, [1, 2, 6, 3]], [1, []], [2, []], [6, []], [9, [9]], [10, [10, 8]], [8, []], [23, [23, 21, 20, 22]], [21, [15, 19]], [15, []], [20, []], [19, []], [32, [32, 33, 31, 34]], [33, []], [31, []], [34, []], [22, []], [35, [35, 36, 37, 25]], [36, []], [37, []], [50, [50, 24]], [25, []], [24, []], [45, [45, 46, 47]], [46, []], [47, []], [4, [4]], [3, []]]], [[[9, [9]]], [[18, [18, 16, 17, 14]]], [[10, [10, 8]]], [[7, [7, 13, 11, 12]]], [[23, [23, 21, 20, 22]]], [[21, [15, 19]]], [[26, [26]]], [[30, [30, 28, 27, 29]]], [[32, [32, 33, 31, 34]]], [[35, [35, 36, 37, 25]]], [[41, [41, 40, 39, 38]]], [[50, [50, 24]]], [[43, [43, 44, 49, 48]]], [[42, [42]], [45, [45, 46, 47]]], [[4, [4]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,120,2,2,830.0483494,"[[[[0, [2, 3, 6]], [6, []], [2, []], [14, [14, 15, 8, 11]], [15, []], [3, []], [11, []], [8, []], [26, [26, 30, 28, 27]], [30, []], [28, []], [27, []], [29, [29, 13, 12]], [13, []], [12, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [42, [42, 43, 44, 49]], [43, []], [44, []], [49, []], [48, [48]]], [[0, [5, 4, 1]], [4, []], [1, []], [5, []], [10, [10, 7, 9]], [7, []], [9, []], [21, [21, 22, 23, 25]], [20, [20, 19, 17, 16]], [19, []], [17, []], [16, []], [18, [18, 24]], [31, [31, 32, 33, 34]], [32, []], [33, []], [34, []], [35, [35, 36, 37]], [36, []], [37, []], [22, []], [23, []], [50, [50, 45, 46, 47]], [25, []], [24, []], [45, []], [46, []], [47, []]]], [[[10, [10, 7, 9]]], [[14, [14, 15, 8, 11]]], [[21, [21, 22, 23, 25]]], [[20, [20, 19, 17, 16]]], [[18, [18, 24]]], [[26, [26, 30, 28, 27]]], [[29, [29, 13, 12]]], [[31, [31, 32, 33, 34]]], [[35, [35, 36, 37]]], [[41, [41, 40, 39, 38]]], [[50, [50, 45, 46, 47]]], [[42, [42, 43, 44, 49]]], [[48, [48]]]]]",830.0555128,"[[[[0, [3]], [7, [7, 10, 12, 8]], [8, []], [10, []], [12, []], [11, [11, 17, 18, 16, 14, 9]], [14, []], [18, []], [16, []], [17, []], [20, [20]], [26, [26, 27, 28]], [27, []], [28, []], [29, [29, 30]], [9, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [42, [42, 43, 44, 49]], [43, []], [44, []], [49, []], [48, [48]], [30, []], [3, []]], [[0, [5, 6, 4]], [2, [2, 1]], [13, [13]], [1, []], [5, []], [6, [19, 15]], [4, []], [23, [23, 21, 24, 22]], [21, []], [24, []], [19, []], [32, [32, 31, 33, 34]], [31, []], [33, []], [34, []], [22, []], [35, [35, 36, 37, 25]], [36, []], [37, []], [25, []], [50, [50, 45, 46, 47]], [45, []], [46, []], [47, []], [15, []]]], [[[2, [2, 1]]], [[7, [7, 10, 12, 8]]], [[13, [13]]], [[11, [11, 17, 18, 9]]], [[11, [16, 14]], [6, [19, 15]]], [[20, [20]]], [[23, [23, 21, 24, 22]]], [[26, [26, 27, 28]]], [[29, [29, 30]]], [[32, [32, 31, 33, 34]]], [[35, [35, 36, 37, 25]]], [[41, [41, 40, 39, 38]]], [[50, [50, 45, 46, 47]]], [[42, [42, 43, 44, 49]]], [[48, [48]]]]]"
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,120,2,3,826.0555128,"[[[[0, [4]], [8, [8, 12, 7, 10, 1]], [12, []], [4, []], [7, []], [10, []], [29, [29, 28, 30, 13]], [28, []], [30, []], [27, [27, 26, 9, 11]], [26, []], [13, []], [9, []], [41, [41, 40, 39, 38, 42, 43, 44]], [40, []], [39, []], [38, []], [11, []], [42, []], [43, []], [44, []], [49, [49, 48]], [48, []], [1, []]], [[0, [6, 3, 5, 2]], [5, []], [2, []], [6, []], [3, []], [15, [15, 14, 18, 17]], [14, []], [18, []], [17, []], [20, [20, 21, 16, 22]], [21, []], [16, []], [19, [19, 23, 25]], [31, [31, 32, 33, 34]], [32, [24, 35, 36, 37]], [33, []], [34, []], [22, []], [23, []], [35, []], [36, []], [37, []], [50, [50, 45, 46, 47]], [25, []], [24, []], [45, []], [46, []], [47, []]]], [[[8, [1]]], [[15, [15, 14, 18, 17]]], [[8, [8, 12, 7, 10]]], [[20, [20, 21, 16, 22]]], [[19, [19, 23, 25]]], [[29, [29, 28, 30, 13]]], [[27, [27, 26, 9, 11]]], [[31, [31, 32, 33, 34]]], [[32, [24, 35, 36, 37]]], [[41, [41, 40, 39]]], [[41, [38, 42, 43, 44]]], [[50, [50, 45, 46, 47]]], [[49, [49, 48]]]]]",870.0483494,"[[[[0, [5, 3, 2]], [7, [7]], [12, [12, 11, 8]], [11, []], [8, []], [3, []], [2, []], [14, [14, 17, 16, 13]], [17, []], [16, []], [27, [27, 29, 28, 30]], [29, []], [28, []], [30, []], [26, [26, 10]], [13, []], [10, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [49, [49, 44, 43, 42]], [44, []], [43, []], [42, []], [48, [48]], [5, []]], [[0, [6, 4, 1]], [4, []], [6, []], [1, []], [9, [9, 15, 18, 19]], [15, []], [23, [23, 20, 21, 22]], [20, []], [21, []], [18, []], [31, [31, 32, 33, 34]], [32, []], [33, []], [34, []], [19, []], [22, []], [36, [36, 35, 37, 25]], [35, []], [37, []], [50, [50, 24]], [25, []], [24, []], [45, [45, 46, 47]], [46, []], [47, []]]], [[[7, [7]]], [[9, [9, 15, 18, 19]]], [[12, [12, 11, 8]]], [[14, [14, 17, 16, 13]]], [[23, [23, 20, 21, 22]]], [[27, [27, 29, 28, 30]]], [[26, [26, 10]]], [[31, [31, 32, 33, 34]]], [[36, [36, 35, 37, 25]]], [[41, [41, 40, 39, 38]]], [[50, [50, 24]]], [[49, [49, 44, 43, 42]]], [[48, [48]], [45, [45, 46, 47]]]]]"
